DN sort_id size average sd prov sd_prov sel_id xcoord ycoord
26931459 15904 489 22 0 20 0 26931459 28.19076637 -5.83146398
26953645 15905 84 22 0 4 0 26953645 19.77915766 -5.83482713
26957566 15906 108 22 0 20 0 26957566 28.32626702 -5.8359576
26957572 15907 40 22 0 20 0 26957572 28.42291054 -5.83566266
26955854 15908 37 12 0 20 0 26955854 28.20799855 -5.83533436
26954540 15909 63 22 0 26 0 26954540 21.61834942 -5.83513135
26959271 15910 43 22 0 20 0 26959271 28.30044301 -5.8365227
26955832 15911 43 22 0 20 0 26955832 27.96962298 -5.83573172
26961917 15912 23 22 0 20 0 26961917 29.10623282 -5.83649595
26954811 15913 69 22 0 24 0 26954811 24.05296919 -5.83569005
26963570 15914 35 22 0 20 0 26963570 28.43484282 -5.8370972
26961869 15915 52 22 0 20 0 26961869 28.3095106 -5.83727191
26958375 15916 91 12 0 20 0 26958375 27.63484183 -5.83641908
26957226 15917 56 22 0 25 0 26957226 22.61550304 -5.83667975
26960962 15918 41 22 0 20 0 26960962 27.63750685 -5.8370782
26962714 15919 33 12 0 20 0 26962714 27.62979432 -5.83727412
26954865 15920 169 12 0 24 0 26954865 25.84874158 -5.8358783
26964463 15921 57 22 0 20 0 26964463 28.02755828 -5.83836679
26968875 15922 25 22 0 20 0 26968875 28.42618626 -5.83878316
26964442 15923 29 12 0 20 0 26964442 27.63709002 -5.83817589
26966264 15924 30 22 0 20 0 26966264 29.01195633 -5.83843404
26965300 15925 36 22 0 20 0 26965300 27.63322038 -5.83839205
26967152 15926 43 22 0 20 0 26967152 28.60547441 -5.83913421
26967014 15927 70 22 0 24 0 26967014 25.8564945 -5.8398313
26970690 15928 25 12 0 20 0 26970690 29.23570181 -5.83965776
26969675 15929 227 22 0 24 0 26969675 26.12781616 -5.84031228
26970632 15930 88 22 0 20 0 26970632 28.3187244 -5.84010746
26972437 15931 24 22 0 20 0 26972437 28.33166206 -5.8399367
26972465 15932 22 22 0 20 0 26972465 28.82809985 -5.84082832
26972498 15933 24 22 0 20 0 26972498 29.15195135 -5.83995919
26967982 15934 24 12 0 20 0 26967982 27.64273199 -5.83934059
26974232 15935 31 22 0 20 0 26974232 29.23863596 -5.84139234
26971772 15936 61 22 0 2 0 26971772 15.85480098 -5.84054369
26975897 15937 24 22 0 20 0 26975897 27.62185668 -5.8410502
26967105 15938 101 12 0 20 0 26967105 27.6329096 -5.83967701
26968773 15939 79 12 0 24 0 26968773 25.85152288 -5.83980743
26976741 15940 57 22 0 20 0 26976741 28.43979347 -5.84139769
26950887 15941 662 22 0 20 0 26950887 27.64774187 -5.83832087
26975809 15942 100 22 0 24 0 26975809 25.86556638 -5.84229777
26979268 15943 33 12 0 20 0 26979268 27.63705815 -5.84264019
26979290 15944 25 22 0 20 0 26979290 28.32134183 -5.84194685
26978294 15945 71 22 0 24 0 26978294 24.05855262 -5.84225526
26979271 15946 27 12 0 20 0 26979271 27.64091364 -5.84225118
26980128 15947 23 22 0 20 0 26980128 28.33546224 -5.84256372
26975899 15948 43 12 0 20 0 26975899 27.62262544 -5.84138788
26979337 15949 23 22 0 20 0 26979337 29.10676096 -5.84205905
26982674 15950 29 22 0 20 0 26982674 28.31455388 -5.84324888
26981846 15951 29 22 0 20 0 26981846 27.67206112 -5.84328612
26982679 15952 33 22 0 20 0 26982679 28.43503143 -5.84345
26980902 15953 60 12 0 24 0 26980902 25.85377903 -5.84356289
26983504 15954 57 22 0 20 0 26983504 28.33850467 -5.84390765
26986015 15955 33 22 0 20 0 26986015 28.33014774 -5.84444796
26986018 15956 24 22 0 20 0 26986018 28.44306826 -5.84457066
26984316 15957 51 22 0 20 0 26984316 29.08656384 -5.84410488
26986786 15958 22 22 0 20 0 26986786 27.69872292 -5.84450931
26984015 15959 79 22 0 25 0 26984015 22.90150324 -5.84417771
26983476 15960 32 12 0 20 0 26983476 27.63553641 -5.84430916
26983509 15961 43 22 0 20 0 26983509 28.42775391 -5.8441375
26988470 15962 22 22 0 20 0 26988470 28.43780444 -5.84470563
26988488 15963 28 12 0 20 0 26988488 28.58230873 -5.84542868
26986844 15964 34 12 0 20 0 26986844 28.87497907 -5.84511053
26983577 15965 64 12 0 20 0 26983577 29.24993369 -5.84492074
26989275 15966 37 12 0 20 0 26989275 28.52636642 -5.84588388
26980937 15967 71 22 0 20 0 26980937 26.49518439 -5.84433114
26982578 15968 119 12 0 24 0 26982578 25.87439057 -5.84512868
26993364 15969 63 22 0 20 0 26993364 28.442282 -5.84706867
26990881 15970 27 22 0 20 0 26990881 28.87539603 -5.84605033
26985989 15971 129 12 0 20 0 26985989 27.61912041 -5.8456546
26992498 15972 22 12 0 20 0 26992498 27.63765529 -5.84652158
26993361 15973 42 22 0 20 0 26993361 28.34187315 -5.84685871
26985228 15974 52 12 0 20 0 26985228 29.22816593 -5.84525589
26975808 15975 309 12 0 24 0 26975808 25.86327981 -5.84410853
26995056 15976 38 22 0 20 0 26995056 27.71277591 -5.84718481
26995893 15977 34 22 0 20 0 26995893 28.33136897 -5.84749235
26995911 15978 23 12 0 20 0 26995911 28.58453405 -5.84785688
26993426 15979 35 22 0 20 0 26993426 29.22668275 -5.84638311
26997580 15980 24 22 0 20 0 26997580 28.32862524 -5.84821484
26991977 15981 64 22 0 4 0 26991977 20.02704006 -5.84721944
26995891 15982 104 22 0 20 0 26995891 28.3099207 -5.84830828
26994186 15983 77 22 0 20 0 26994186 27.69940127 -5.84728056
26998455 15984 60 22 0 20 0 26998455 28.58851155 -5.84848928
26996836 15985 27 22 0 20 0 26996836 29.19860335 -5.8488197
27001730 15986 24 12 0 20 0 27001730 27.71453584 -5.84922711
26998445 15987 30 12 0 20 0 26998445 28.51589788 -5.84900666
27001727 15988 23 22 0 20 0 27001727 27.6487484 -5.84948825
26998444 15989 26 12 0 20 0 26998444 28.51216234 -5.84921154
27002312 15990 61 22 0 25 0 27002312 22.76289717 -5.84972163
27003511 15991 30 22 0 20 0 27003511 29.22471348 -5.8497445
26998498 15992 28 22 0 20 0 26998498 29.2220263 -5.84893789
27003491 15993 22 22 0 20 0 27003491 29.11084899 -5.8501903
26964545 15994 492 22 0 20 0 26964545 29.24598349 -5.8462896
27004238 15995 25 22 0 20 0 27004238 28.33474162 -5.85042294
27002570 15996 55 12 0 20 0 27002570 28.519812 -5.85042098
27007678 15997 23 22 0 20 0 27007678 28.32384311 -5.8511783
27007646 15998 23 12 0 20 0 27007646 27.61592144 -5.85109615
27009348 15999 23 22 0 20 0 27009348 28.32568574 -5.85194118
27006796 16000 39 12 0 20 0 27006796 27.73405885 -5.85132606
27010194 16001 38 22 0 20 0 27010194 28.33690397 -5.85212896
27009317 16002 26 22 0 20 0 27009317 27.69791121 -5.85152679
27004265 16003 71 12 0 20 0 27004265 28.59000458 -5.85127732
26999258 16004 310 22 0 20 0 26999258 27.62506163 -5.84996422
27005153 16005 22 22 0 20 0 27005153 29.09191644 -5.85107374
27002895 16006 86 22 0 4 0 27002895 20.02510233 -5.85107431
27010190 16007 37 22 0 20 0 27010190 28.28737529 -5.85221651
27009324 16008 32 12 0 20 0 27009324 27.75493394 -5.8522808
27005109 16009 105 22 0 20 0 27005109 28.34114818 -5.85218038
27007219 16010 68 22 0 26 0 27007219 21.18052218 -5.85237507
27010995 16011 22 22 0 20 0 27010995 27.63229331 -5.85258295
27011886 16012 30 22 0 20 0 27011886 28.35589586 -5.8528128
27015215 16013 23 22 0 20 0 27015215 29.24180103 -5.85366644
27003451 16014 66 12 0 20 0 27003451 28.58378025 -5.85153182
27015987 16015 23 22 0 20 0 27015987 28.97380999 -5.85401853
27004315 16016 72 12 0 20 0 27004315 29.25297238 -5.85243264
26991714 16017 386 22 0 20 0 26991714 28.58895506 -5.85141355
27016831 16018 26 12 0 20 0 27016831 29.22039999 -5.85480759
27015077 16019 37 22 0 20 0 27015077 26.93373186 -5.85415715
27019224 16020 22 22 0 20 0 27019224 27.99047821 -5.85471792
27015155 16021 54 22 0 20 0 27015155 28.39112494 -5.85431847
27018433 16022 25 12 0 20 0 27018433 28.58445706 -5.85466639
27016792 16023 22 12 0 20 0 27016792 28.59077413 -5.85457068
27010999 16024 178 12 0 20 0 27010999 27.64369914 -5.85508161
27016012 16025 26 12 0 20 0 27016012 29.22593374 -5.8548595
27010248 16026 44 12 0 20 0 27010248 29.2237511 -5.85411056
27008493 16027 284 22 0 20 0 27008493 27.64762178 -5.85331232
27023186 16028 35 22 0 20 0 27023186 27.82883681 -5.85611635
27020066 16029 22 22 0 20 0 27020066 28.3462214 -5.85535596
27016760 16030 33 22 0 20 0 27016760 28.03630654 -5.85472202
27022436 16031 24 12 0 20 0 27022436 28.58390908 -5.85660545
27009423 16032 109 22 0 20 0 27009423 29.21854813 -5.85386252
27011035 16033 112 12 0 20 0 27011035 28.51613986 -5.85424509
27020121 16034 80 22 0 20 0 27020121 29.22874007 -5.85584737
26987629 16035 552 12 0 20 0 26987629 27.63107178 -5.85122623
27025608 16036 24 22 0 20 0 27025608 28.32160682 -5.85714533
27018531 16037 64 22 0 2 0 27018531 13.40107635 -5.85634254
27024765 16038 50 22 0 20 0 27024765 27.64612107 -5.85743056
27026497 16039 32 22 0 20 0 27026497 28.60970516 -5.85755305
27024802 16040 22 22 0 20 0 27024802 28.33652812 -5.85703695
27023242 16041 32 12 0 20 0 27023242 29.21895815 -5.85735903
27029008 16042 23 22 0 20 0 27029008 28.58737428 -5.85827888
27018651 16043 61 22 0 5 0 27018651 16.96176008 -5.85616477
27022441 16044 80 12 0 20 0 27022441 28.5930364 -5.85736578
27026365 16045 26 22 0 20 0 27026365 26.44782233 -5.85753813
27028136 16046 79 22 0 20 0 27028136 28.04514185 -5.85803004
27028115 16047 32 12 0 20 0 27028115 27.65257633 -5.8582279
27031560 16048 34 22 0 20 0 27031560 28.3431272 -5.8589489
27028174 16049 22 12 0 20 0 27028174 28.5813508 -5.85811671
27028888 16050 23 22 0 20 0 27028888 26.18801298 -5.85857229
27023177 16051 146 22 0 20 0 27023177 27.65119578 -5.85766641
27014357 16052 90 12 0 20 0 27014357 28.58719785 -5.85648998
27026119 16053 101 22 0 25 0 27026119 22.22386598 -5.85851664
27028957 16054 49 12 0 20 0 27028957 27.62678009 -5.85866259
27028181 16055 43 12 0 20 0 27028181 28.60883924 -5.85857612
27031578 16056 39 12 0 20 0 27031578 28.59646645 -5.85911969
27029811 16057 48 12 0 20 0 27029811 27.63693391 -5.85916425
27033253 16058 43 22 0 20 0 27033253 28.38640298 -5.85975004
27035048 16059 24 12 0 20 0 27035048 29.22139322 -5.86049707
27033323 16060 28 12 0 20 0 27033323 29.24486509 -5.86025606
27029852 16061 27 22 0 20 0 27029852 28.35510304 -5.85893743
27033279 16062 48 22 0 20 0 27033279 28.59452107 -5.86042397
27030847 16063 56 22 0 2 0 27030847 14.40169372 -5.85988007
27037465 16064 25 12 0 20 0 27037465 27.75647765 -5.86117732
27034064 16065 92 22 0 20 0 27034064 27.85133785 -5.86086678
27015126 16066 529 22 0 20 0 27015126 27.63123194 -5.85762062
27032398 16067 39 22 0 20 0 27032398 28.37825168 -5.86022714
27025638 16068 184 22 0 20 0 27025638 28.58649404 -5.85988238
27037430 16069 29 12 0 20 0 27037430 27.26189302 -5.86189332
27035854 16070 27 22 0 20 0 27035854 28.60493686 -5.86116692
27039179 16071 22 12 0 20 0 27039179 28.61180486 -5.86188359
27037492 16072 29 22 0 20 0 27037492 28.40735715 -5.86225634
27033274 16073 46 12 0 20 0 27033274 28.58338975 -5.8611954
27034107 16074 52 12 0 20 0 27034107 28.50416279 -5.86103695
27032439 16075 60 22 0 20 0 27032439 29.25603994 -5.86054207
27044102 16076 28 12 0 20 0 27044102 28.52027089 -5.86302294
27033217 16077 86 22 0 20 0 27033217 27.68915919 -5.86116565
27039174 16078 35 12 0 20 0 27039174 28.59899676 -5.86243293
27044080 16079 30 22 0 20 0 27044080 28.3166017 -5.86328645
27043266 16080 31 22 0 20 0 27043266 27.68624119 -5.86303973
27042425 16081 55 22 0 20 0 27042425 27.71003337 -5.86312285
27038291 16082 79 12 0 20 0 27038291 27.75865084 -5.86290261
27046630 16083 38 12 0 20 0 27046630 29.22529551 -5.86454617
27044614 16084 82 22 0 25 0 27044614 22.2388131 -5.86408858
27044090 16085 39 22 0 20 0 27044090 28.47369252 -5.86354255
27047424 16086 26 22 0 20 0 27047424 29.23057463 -5.86416202
27042006 16087 56 22 0 26 0 27042006 20.09897467 -5.86394362
27044109 16088 53 22 0 20 0 27044109 28.59446601 -5.86456144
27041033 16089 67 22 0 2 0 27041033 15.36094575 -5.86366785
27040864 16090 129 12 0 20 0 27040864 27.7525583 -5.86401466
27050529 16091 25 12 0 20 0 27050529 28.60938865 -5.86576629
27051292 16092 51 22 0 20 0 27051292 27.63817014 -5.8657953
27049707 16093 24 22 0 20 0 27049707 28.29250962 -5.86577214
27051086 16094 79 22 0 25 0 27051086 22.85853505 -5.86610088
27050519 16095 25 12 0 20 0 27050519 28.58392798 -5.86607942
27052137 16096 23 12 0 20 0 27052137 28.58737428 -5.86569635
27052195 16097 37 12 0 20 0 27052195 29.24831542 -5.86624605
27003518 16098 815 22 0 20 0 27003518 29.24943473 -5.85766089
27047306 16099 25 12 0 20 0 27047306 27.26186248 -5.86519402
27042482 16100 83 12 0 20 0 27042482 28.60330324 -5.8646047
27049677 16101 25 12 0 20 0 27049677 27.66076798 -5.86556114
27048956 16102 26 12 0 20 0 27048956 28.60732632 -5.86526254
27050521 16103 32 12 0 20 0 27050521 28.59134929 -5.86569341
27054480 16104 22 12 0 20 0 27054480 27.29181397 -5.86730691
27052912 16105 75 22 0 20 0 27052912 27.68790228 -5.86704041
27054499 16106 44 12 0 20 0 27054499 27.75702367 -5.86710446
27043315 16107 103 22 0 20 0 27043315 28.60085564 -5.86520922
27047420 16108 68 12 0 20 0 27047420 29.22208528 -5.86573311
27024065 16109 509 22 0 20 0 27024065 29.22230372 -5.86164472
27053673 16110 37 12 0 20 0 27053673 27.29428322 -5.86688807
27052915 16111 49 22 0 20 0 27052915 27.73238695 -5.86683239
27056822 16112 63 22 0 24 0 27056822 25.85399262 -5.86848385
27057751 16113 38 22 0 20 0 27057751 28.32212125 -5.86838214
27053781 16114 30 12 0 20 0 27053781 29.25109555 -5.8670746
27056935 16115 34 22 0 20 0 27056935 28.29360922 -5.86786483
27060835 16116 22 22 0 20 0 27060835 28.42321545 -5.86864434
27057003 16117 40 12 0 20 0 27057003 29.19080685 -5.86782593
27060895 16118 32 22 0 20 0 27060895 29.21085997 -5.86899173
27054497 16119 56 12 0 20 0 27054497 27.75171998 -5.86822409
27060078 16120 24 12 0 20 0 27060078 28.58911666 -5.86870773
27059297 16121 22 12 0 20 0 27059297 29.20995353 -5.86891427
27056422 16122 57 22 0 4 0 27056422 20.0261171 -5.86851948
27044950 16123 178 22 0 20 0 27044950 28.28233306 -5.8675246
27063171 16124 22 22 0 20 0 27063171 28.34927662 -5.86990814
27064765 16125 59 22 0 20 0 27064765 29.21671657 -5.8707685
27066279 16126 24 22 0 20 0 27066279 28.28686339 -5.87052982
27066352 16127 33 22 0 20 0 27066352 29.19369991 -5.87075477
27063898 16128 65 22 0 20 0 27063898 27.71863632 -5.87117837
27068530 16129 72 12 0 20 0 27068530 27.29454778 -5.87182703
27069299 16130 58 22 0 20 0 27069299 27.783937 -5.87253265
27070865 16131 26 12 0 20 0 27070865 27.76021528 -5.87289352
27073321 16132 30 22 0 20 0 27073321 28.30829657 -5.87347216
27069343 16133 39 22 0 20 0 27069343 28.521541 -5.87225674
27070444 16134 65 22 0 26 0 27070444 21.18519171 -5.87254467
27065250 16135 59 22 0 22 0 27065250 23.01588151 -5.87189401
27060020 16136 73 12 0 20 0 27060020 27.54622083 -5.8703665
27074132 16137 23 22 0 20 0 27074132 29.1966038 -5.87300818
27061614 16138 103 22 0 20 0 27061614 28.4072253 -5.87053463
27071702 16139 23 22 0 20 0 27071702 29.19416261 -5.8727265
27072912 16140 65 22 0 25 0 27072912 21.91999139 -5.87411863
27074878 16141 43 22 0 20 0 27074878 28.58279323 -5.87406309
27080449 16142 29 22 0 20 0 27080449 29.20338021 -5.87549267
27072578 16143 69 12 0 2 0 27072578 13.33091384 -5.87405664
27071664 16144 38 22 0 20 0 27071664 28.4666098 -5.87383777
27081204 16145 22 12 0 20 0 27081204 28.57649189 -5.87606767
27082726 16146 24 22 0 20 0 27082726 28.29455666 -5.87622104
27075262 16147 71 22 0 25 0 27075262 21.82169114 -5.87517645
27081895 16148 26 12 0 20 0 27081895 27.25315508 -5.87626776
27076520 16149 34 12 0 20 0 27076520 29.19980337 -5.87573277
27072462 16150 95 12 0 20 0 27072462 27.75100783 -5.87499708
27081914 16151 44 12 0 20 0 27081914 27.5462563 -5.87644804
27070879 16152 258 22 0 20 0 27070879 28.28417969 -5.87487082
27082785 16153 28 12 0 20 0 27082785 29.20318839 -5.87643314
27083440 16154 34 12 0 20 0 27083440 27.76016947 -5.87726507
27086515 16155 22 22 0 20 0 27086515 28.37823374 -5.87762595
27084300 16156 27 22 0 20 0 27084300 29.2073014 -5.87720332
27079952 16157 78 22 0 26 0 27079952 21.19132556 -5.8760705
27085718 16158 31 22 0 20 0 27085718 27.84940644 -5.87763387
27078046 16159 63 12 0 20 0 27078046 28.57251271 -5.87635922
27088117 16160 22 12 0 20 0 27088117 29.19957314 -5.8781781
27072420 16161 153 12 0 20 0 27072420 27.29088354 -5.87621708
27090255 16162 22 22 0 20 0 27090255 27.22294264 -5.87923332
27088869 16163 28 22 0 20 0 27088869 29.18050385 -5.8792675
27084998 16164 51 22 0 20 0 27084998 28.58309 -5.87805372
27085748 16165 73 22 0 20 0 27085748 28.38221544 -5.8784314
27090327 16166 24 22 0 20 0 27090327 28.37946381 -5.8795053
27090276 16167 22 22 0 20 0 27090276 27.54500476 -5.87949098
27086450 16168 75 12 0 20 0 27086450 27.25265576 -5.87935683
27078379 16169 217 22 0 26 0 27078379 21.18411385 -5.87768363
27088768 16170 66 12 0 20 0 27088768 27.29488964 -5.88000632
27095347 16171 29 12 0 20 0 27095347 27.29851168 -5.88163612
27090341 16172 30 12 0 20 0 27090341 28.58097125 -5.88022064
27086562 16173 65 12 0 20 0 27086562 29.19052809 -5.87912288
27079695 16174 165 22 0 20 0 27079695 29.19734654 -5.87767503
27092462 16175 71 12 0 20 0 27092462 27.22382659 -5.88103528
27098448 16176 58 22 0 26 0 27098448 21.11482605 -5.88211549
27098176 16177 23 12 0 20 0 27098176 27.72784062 -5.88230348
27096118 16178 42 22 0 20 0 27096118 28.10067597 -5.88159733
27093536 16179 69 22 0 26 0 27093536 21.18802129 -5.88149366
27097571 16180 24 12 0 20 0 27097571 29.20598419 -5.88204723
27096184 16181 36 22 0 20 0 27096184 29.21814645 -5.8826096
27099596 16182 38 12 0 20 0 27099596 28.54234909 -5.88316487
27101620 16183 31 12 0 20 0 27101620 27.22579442 -5.88340709
27099632 16184 30 12 0 20 0 27099632 29.19960913 -5.88286605
27097093 16185 57 22 0 26 0 27097093 21.18153306 -5.88225324
27101690 16186 25 12 0 20 0 27101690 28.53958235 -5.88317198
27099629 16187 34 22 0 20 0 27099629 29.19665144 -5.88310846
27100968 16188 25 12 0 20 0 27100968 27.30169473 -5.88327996
27103778 16189 22 12 0 20 0 27103778 29.19591669 -5.88431309
27104332 16190 27 22 0 20 0 27104332 27.2066613 -5.88456167
27098874 16191 26 12 0 20 0 27098874 27.72517508 -5.88279821
27103747 16192 25 12 0 20 0 27103747 28.51737175 -5.88403578
27100310 16193 25 22 0 20 0 27100310 28.58521289 -5.88386302
27101705 16194 33 12 0 20 0 27101705 28.62282738 -5.88333558
27092583 16195 117 22 0 20 0 27092583 29.20099897 -5.88182228
27104442 16196 27 22 0 20 0 27104442 29.21599944 -5.88492159
27104366 16197 37 22 0 20 0 27104366 27.97569755 -5.88510533
27107014 16198 22 12 0 20 0 27107014 28.57454097 -5.88589591
27106386 16199 25 22 0 20 0 27106386 28.60459453 -5.88533149
27103059 16200 73 22 0 20 0 27103059 28.30935031 -5.88479161
27103074 16201 38 22 0 20 0 27103074 28.52049111 -5.88462823
27107690 16202 37 22 0 20 0 27107690 28.59121751 -5.88614131
27107587 16203 24 22 0 20 0 27107587 26.43070454 -5.88571391
27098871 16204 78 22 0 20 0 27098871 27.62796579 -5.88470163
27086535 16205 197 12 0 20 0 27086535 28.5858312 -5.88255125
27106979 16206 66 22 0 20 0 27106979 27.98253545 -5.88576912
27105028 16207 30 22 0 20 0 27105028 27.72797207 -5.88520552
27107002 16208 26 22 0 20 0 27107002 28.47928165 -5.88547684
27105004 16209 66 12 0 20 0 27105004 27.30080785 -5.88544601
27107646 16210 22 12 0 20 0 27107646 27.72850213 -5.88636216
27100243 16211 84 12 0 20 0 27100243 27.29727556 -5.88428066
27107614 16212 40 12 0 20 0 27107614 27.2261954 -5.88652597
27110935 16213 22 22 0 20 0 27110935 27.72797452 -5.88735604
27111673 16214 40 22 0 20 0 27111673 28.60744779 -5.88761923
27112320 16215 28 12 0 20 0 27112320 28.57495289 -5.88794412
27109650 16216 33 12 0 20 0 27109650 27.79629779 -5.88718017
27113647 16217 26 12 0 20 0 27113647 28.31019584 -5.88862268
27113654 16218 23 22 0 20 0 27113654 28.37618786 -5.8881952
27112943 16219 25 12 0 20 0 27112943 27.72791808 -5.88860316
27115669 16220 27 12 0 20 0 27115669 27.30607894 -5.88888069
27113619 16221 29 22 0 20 0 27113619 27.78726935 -5.88833806
27114339 16222 34 22 0 20 0 27114339 28.30875758 -5.88907095
27106384 16223 51 12 0 20 0 27106384 28.60524091 -5.88786681
27115682 16224 44 12 0 20 0 27115682 27.54767348 -5.88974868
27117065 16225 22 12 0 20 0 27117065 27.70274747 -5.88954009
27107016 16226 145 22 0 20 0 27107016 28.58854599 -5.8877293
27109702 16227 40 12 0 20 0 27109702 29.19150195 -5.88826034
27115666 16228 32 12 0 20 0 27115666 27.23879313 -5.88976018
27119066 16229 25 22 0 20 0 27119066 28.6064949 -5.89079506
27110556 16230 82 22 0 26 0 27110556 21.61612898 -5.88951226
27119617 16231 28 12 0 20 0 27119617 27.22941154 -5.89092309
27121009 16232 24 12 0 20 0 27121009 27.72269026 -5.8913039
27119593 16233 41 22 0 20 0 27119593 26.62917824 -5.89223141
27120337 16234 57 22 0 20 0 27120337 28.38375028 -5.89141223
27120296 16235 34 12 0 20 0 27120296 27.70339489 -5.8916036
27121087 16236 26 12 0 20 0 27121087 29.19464155 -5.89147781
27122339 16237 22 12 0 20 0 27122339 27.83314042 -5.89181004
27122412 16238 71 22 0 20 0 27122412 29.18600774 -5.89240695
27123008 16239 50 12 0 20 0 27123008 27.62862361 -5.89273863
27121652 16240 25 12 0 20 0 27121652 27.8670124 -5.89155089
27120299 16241 38 12 0 20 0 27120299 27.71556054 -5.89133409
27122358 16242 53 22 0 20 0 27122358 28.36178342 -5.89195264
27122364 16243 33 22 0 20 0 27122364 28.44498646 -5.89187547
27124341 16244 29 22 0 20 0 27124341 28.38049354 -5.89235922
27118434 16245 72 12 0 20 0 27118434 28.57795167 -5.89149885
27126282 16246 43 22 0 20 0 27126282 27.99148806 -5.89342967
27125700 16247 44 22 0 20 0 27125700 28.59912385 -5.89336832
27126996 16248 28 12 0 20 0 27126996 29.19264148 -5.89363213
27128897 16249 26 12 0 20 0 27128897 29.1869379 -5.89480013
27125626 16250 37 12 0 20 0 27125626 27.19575537 -5.89356099
27130092 16251 23 22 0 20 0 27130092 28.29832798 -5.8950141
27130078 16252 74 22 0 20 0 27130078 27.9349586 -5.89542503
27135208 16253 31 22 0 20 0 27135208 29.190282 -5.89730461
27132625 16254 25 12 0 20 0 27132625 27.24467275 -5.89617225
27132046 16255 26 22 0 20 0 27132046 28.39028474 -5.89633671
27134486 16256 24 22 0 20 0 27134486 27.23496618 -5.89724256
27133280 16257 125 22 0 20 0 27133280 28.21325814 -5.89737079
27137051 16258 23 12 0 20 0 27137051 27.21111812 -5.89827684
27140970 16259 29 22 0 20 0 27140970 27.2369469 -5.89960104
27126241 16260 202 12 0 20 0 27126241 27.23686322 -5.89625468
27144290 16261 30 12 0 20 0 27144290 27.62813052 -5.90166282
27135777 16262 85 22 0 20 0 27135777 27.60334903 -5.89906029
27140545 16263 83 22 0 26 0 27140545 20.69766587 -5.90018141
27140354 16264 48 22 0 20 0 27140354 27.23146822 -5.8999757
27144589 16265 68 22 0 25 0 27144589 21.94487118 -5.90253615
27142829 16266 75 22 0 24 0 27142829 24.21650812 -5.90198855
27146879 16267 23 22 0 20 0 27146879 27.59815239 -5.90261934
27130740 16268 235 12 0 20 0 27130740 27.60173927 -5.89972442
27147524 16269 44 22 0 20 0 27147524 28.21746649 -5.90286527
27150139 16270 32 12 0 20 0 27150139 27.3247688 -5.90377172
27150176 16271 66 22 0 20 0 27150176 27.93125109 -5.90337243
27146226 16272 64 12 0 20 0 27146226 27.61525301 -5.90299564
27150788 16273 22 22 0 20 0 27150788 27.33083247 -5.90384687
27151600 16274 25 12 0 20 0 27151600 28.48017411 -5.90422724
27142820 16275 219 22 0 24 0 27142820 24.04629885 -5.90232164
27151501 16276 27 12 0 20 0 27151501 27.23671454 -5.90446719
27150156 16277 53 12 0 20 0 27150156 27.61113826 -5.90459395
27149421 16278 71 12 0 20 0 27149421 27.23299312 -5.90411318
27150154 16279 45 22 0 20 0 27150154 27.60786108 -5.90404129
27155618 16280 28 22 0 20 0 27155618 27.33814887 -5.90585652
27155633 16281 23 22 0 20 0 27155633 27.60076963 -5.90550652
27152924 16282 40 12 0 20 0 27152924 27.76045251 -5.90463215
27150799 16283 57 22 0 20 0 27150799 27.61301203 -5.90434564
27153651 16284 22 12 0 20 0 27153651 28.22596344 -5.90535608
27155006 16285 27 12 0 20 0 27155006 28.21682413 -5.90560693
27150175 16286 165 22 0 20 0 27150175 27.91935412 -5.90575526
27154990 16287 37 22 0 20 0 27154990 27.92342417 -5.90595631
27156948 16288 26 12 0 20 0 27156948 27.31041335 -5.90635561
27154279 16289 76 22 0 20 0 27154279 27.34276372 -5.90643648
27150132 16290 42 12 0 20 0 27150132 27.27437893 -5.90469642
27156338 16291 38 12 0 20 0 27156338 28.21096308 -5.90715395
27157710 16292 32 12 0 20 0 27157710 28.75069783 -5.90654703
27158936 16293 24 22 0 20 0 27158936 27.23652958 -5.9068479
27151026 16294 103 22 0 26 0 27151026 21.17812253 -5.9057735
27153592 16295 41 12 0 20 0 27153592 27.25820922 -5.90603123
27156950 16296 36 22 0 20 0 27156950 27.3129449 -5.90625928
27154977 16297 97 12 0 20 0 27154977 27.61628455 -5.90593871
27150801 16298 126 12 0 20 0 27150801 27.68717181 -5.90537127
27161000 16299 22 22 0 20 0 27161000 27.87141045 -5.90752786
27151509 16300 109 22 0 20 0 27151509 27.31545628 -5.90612177
27154960 16301 45 12 0 20 0 27154960 27.3387316 -5.9061828
27162265 16302 24 22 0 20 0 27162265 27.34195213 -5.9081751
27147503 16303 102 12 0 20 0 27147503 27.60391167 -5.9048227
27162925 16304 28 22 0 20 0 27162925 27.90072165 -5.90854627
27158994 16305 51 12 0 20 0 27158994 28.19031245 -5.90745064
27162330 16306 34 22 0 20 0 27162330 28.44990407 -5.90833985
27161688 16307 22 12 0 20 0 27161688 27.67945906 -5.90812909
27158991 16308 41 12 0 20 0 27158991 28.17383014 -5.90803931
27163555 16309 55 12 0 20 0 27163555 27.61493621 -5.90964566
27164214 16310 29 12 0 20 0 27164214 27.25359006 -5.90930024
27156306 16311 170 22 0 20 0 27156306 27.60743146 -5.90766024
27158364 16312 112 22 0 20 0 27158364 28.2178015 -5.90823054
27164953 16313 86 22 0 20 0 27164953 28.2295243 -5.9094785
27164220 16314 31 12 0 20 0 27164220 27.31323733 -5.90960862
